Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.4523809523809524,1.0,1.0,0.9103942652329748,0.5,0.03571428571428571,0.25,0.8,0.0,0.0,1.0,1.0,0.8857142857142857,0.3333333333333333,0.0,0.25,0.6666666666666667,1.0,0.067594821416954,0.01202638564878128,0.75,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.25,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0
0.35714285714285715,0.0,0.5,0.9240143369175626,0.5,0.07142857142857142,0.75,0.2,0.0,0.00048449612403100775,1.0,0.0,0.3714285714285714,0.6666666666666667,0.0,0.75,0.6666666666666667,0.5,0.12087697612386963,0.8471563027914085,0.125,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.2857142857142857,0.6666666666666667,0.6666666666666667,0.4444444444444444,0.5,0.42857142857142855,0.0
0.3333333333333333,0.0,0.5,0.646594982078853,0.5,0.03571428571428571,0.25,0.2,0.0,0.001937984496124031,1.0,1.0,0.7,0.6666666666666667,0.0,0.25,1.0,1.0,0.1312211307006701,0.3928485238516612,0.0,0.0,0.25,0.0,0.6666666666666667,0.0,0.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.38888888888888884,0.5,0.42857142857142855,0.46153846153846156
0.42857142857142855,0.0,1.0,0.857347670250896,0.5,0.9285714285714285,0.5,0.6000000000000001,0.0,0.00436046511627907,0.6666666666666667,1.0,0.9142857142857141,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.5,0.27233101294645756,0.5824149304158958,0.75,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.6071428571428571,0.6666666666666667,0.3333333333333333,0.38888888888888884,0.5,1.0,0.5384615384615385
0.2619047619047619,0.0,1.0,0.03584229390681004,0.5,0.5,0.25,0.2,0.0,0.005329457364341085,1.0,0.0,0.2714285714285714,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666667,1.0,0.20441090364973,0.4257501407770895,0.0,1.0,0.125,0.0,1.0,0.0,0.0,0.3571428571428571,0.6666666666666667,0.6666666666666667,0.5,0.3571428571428571,0.0,0.6153846153846154
0.3095238095238095,0.0,1.0,0.4064516129032258,0.5,0.8928571428571428,0.0,0.2,0.0,0.005813953488372093,0.0,1.0,0.01428571428571429,0.6666666666666667,0.0,0.75,0.6666666666666667,0.0,0.12100709127577905,0.5258225404231357,0.125,0.0,0.75,0.0,1.0,0.0,0.5,0.17857142857142855,0.0,0.3333333333333333,0.2777777777777778,0.14285714285714285,0.5714285714285714,0.23076923076923078
0.380952380952381,0.0,1.0,0.8910394265232975,0.5,0.6428571428571428,0.25,0.6000000000000001,0.0,0.006782945736434108,0.3333333333333333,1.0,0.8999999999999999,0.6666666666666667,0.0,0.25,1.0,0.0,0.10474269728709909,0.2679189123964283,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.5,0.10714285714285714,0.3333333333333333,0.6666666666666667,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.15384615384615385
0.23809523809523808,1.0,1.0,0.0,0.5,0.8214285714285714,0.5,0.2,0.0,0.007267441860465115,0.6666666666666667,1.0,0.28571428571428575,0.3333333333333333,0.0,0.25,0.6666666666666667,1.0,0.06356125170776136,0.43640897755610975,0.625,1.0,0.375,0.0,0.3333333333333333,0.0,0.0,0.21428571428571427,1.0,0.6666666666666667,0.2222222222222222,0.14285714285714285,0.0,0.23076923076923078
0.09523809523809518,0.0,0.0,0.7311827956989247,0.5,0.5357142857142857,0.25,0.6000000000000001,0.0,0.00872093023255814,1.0,1.0,0.9428571428571428,1.0,0.0,0.25,1.0,0.0,0.12256847309869234,0.21024052771297563,0.125,1.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.03571428571428571,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.0,0.0,0.0
0.4761904761904761,0.0,1.0,0.1921146953405018,0.5,0.03571428571428571,0.5,0.2,0.0,0.009689922480620155,1.0,1.0,0.21428571428571425,0.6666666666666667,0.0,0.75,1.0,1.0,0.18821156723700475,0.08885045450888907,0.625,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.21428571428571427,0.6666666666666667,0.6666666666666667,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.15384615384615385
0.380952380952381,0.0,1.0,0.22652329749103944,0.5,0.2142857142857143,0.75,0.2,0.0,0.011627906976744186,0.0,0.0,0.32857142857142857,0.6666666666666667,0.6666666666666667,0.625,0.3333333333333333,1.0,0.7119250536725001,0.7721020030568739,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.46428571428571425,1.0,0.6666666666666667,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.8461538461538463
0.380952380952381,1.0,1.0,0.42724014336917565,0.5,0.17857142857142855,0.0,0.6000000000000001,0.0,0.013081395348837208,0.3333333333333333,1.0,0.7571428571428571,0.6666666666666667,0.0,0.75,0.0,1.0,0.12419491249756034,0.6035314938460301,0.25,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.2857142857142857,0.3333333333333333,0.6666666666666667,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.23076923076923078
0.5714285714285714,0.0,1.0,0.421505376344086,1.0,0.25,0.75,0.4,0.0,0.01501937984496124,0.6666666666666667,1.0,0.2571428571428572,0.6666666666666667,0.3333333333333333,0.875,0.3333333333333333,0.5,0.37564244356255283,0.7672753599871289,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3571428571428571,0.3333333333333333,0.6666666666666667,0.5,0.5,0.5714285714285714,0.15384615384615385
0.35714285714285715,0.0,1.0,0.5885304659498207,0.5,0.03571428571428571,0.5,0.6000000000000001,0.0,0.01695736434108527,0.6666666666666667,1.0,0.6857142857142857,0.6666666666666667,0.0,0.25,1.0,1.0,0.0940081972545703,0.1839353229828654,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.6666666666666667,0.6666666666666667,0.05555555555555555,0.07142857142857142,0.0,0.0
0.14285714285714285,1.0,1.0,0.5089605734767024,0.5,0.0,0.5,0.6000000000000001,0.0,0.01986434108527132,0.3333333333333333,1.0,0.4428571428571429,0.6666666666666667,0.0,0.75,1.0,0.5,0.08080150933576216,0.037124929611455235,0.25,1.0,0.625,0.0,0.0,0.0,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2857142857142857,0.0
0.5952380952380951,0.0,1.0,0.8387096774193548,0.5,0.03571428571428571,0.25,0.6000000000000001,0.0,0.020348837209302324,1.0,0.0,0.5999999999999999,1.0,0.0,0.75,0.6666666666666667,0.0,0.10370177607182357,0.7974418791730351,0.125,0.0,0.125,0.0,1.0,0.0,1.0,0.21428571428571427,0.6666666666666667,0.3333333333333333,0.2777777777777778,0.21428571428571427,0.14285714285714285,0.3076923076923077
0.7619047619047619,1.0,1.0,0.5491039426523296,1.0,0.07142857142857142,0.25,0.4,0.0,0.020833333333333332,0.0,1.0,0.7999999999999998,0.3333333333333333,0.0,1.0,0.6666666666666667,0.5,0.10617396395810291,0.06890032982060976,0.125,1.0,0.375,0.0,0.6666666666666667,0.0,0.0,0.10714285714285714,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.14285714285714285,0.0,0.15384615384615385
0.4047619047619047,0.0,1.0,0.5641577060931899,1.0,0.03571428571428571,0.5,0.4,0.0,0.02180232558139535,1.0,0.0,0.9571428571428571,0.6666666666666667,0.0,1.0,1.0,0.5,0.06265044564439529,0.30528517416137074,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.07142857142857142,0.6666666666666667,0.6666666666666667,0.1111111111111111,0.14285714285714285,0.2857142857142857,0.15384615384615385
0.35714285714285715,0.0,0.5,0.7440860215053764,1.0,0.0,0.5,0.2,0.0,0.023255813953488372,0.6666666666666667,0.0,0.17142857142857143,1.0,0.3333333333333333,0.875,0.0,0.5,0.2813740160041637,0.04408334003700426,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.3571428571428571,0.6666666666666667,0.6666666666666667,0.2777777777777778,0.21428571428571427,0.14285714285714285,0.23076923076923078
0.4047619047619047,0.0,1.0,0.25878136200716845,0.5,0.10714285714285714,0.25,0.8,0.0,0.02374031007751938,0.6666666666666667,1.0,0.6428571428571428,0.6666666666666667,0.0,0.25,1.0,0.0,0.05855181835924794,0.35447671144718845,0.125,0.0,0.125,0.0,0.6666666666666667,0.0,0.5,0.03571428571428571,0.6666666666666667,0.6666666666666667,0.05555555555555555,0.0,0.0,0.0
